id,label,matcher,reason,content
harv_ev_nad_nad_recommends_mygait_modify_discontinue_certain_cla_2016_2d286b_1306,assessable_claim,fires,This is a self-contained advertising claim about the ease of product setup.,Out-of-box setup in just 15 minutes
harv_ev_nad_nad_recommends_mygait_modify_discontinue_certain_cla_2016_2d286b_1307,assessable_claim,misses,This is a self-contained advertising claim about a service program's cost and benefit.,worry-free $19.95 monthly service program
harv_ev_nad_nad_recommends_samsung_discontinue_certain_superiori_2012_d81ff6_1308,fragment,misses,"This is a fragment. 'Blurry & Dark 2D' is likely part of a comparison or description, but it's incomplete on its own.",Blurry & Dark 2D
harv_ev_nad_nad_examines_advertising_from_ideavillage_for_slimsh_2008_b53f7b_1311,assessable_claim,fires,This is a self-contained advertising claim about a product's benefit.,Eat up to 30% less every day without feeling hungry
harv_ev_nad_nad_examines_advertising_from_ideavillage_for_slimsh_2008_b53f7b_1312,assessable_claim,misses,This is a self-contained advertising claim about the immediate effectiveness of a product.,Works from the first day
harv_ev_nad_nad_examines_advertising_from_ideavillage_for_slimsh_2008_b53f7b_1313,assessable_claim,misses,This is a self-contained advertising claim about the scientific backing of a product.,Demonstrated to work in 4 published clinical studies
harv_ev_nad_nad_recommends_charter_discontinue_one_commercial_re_2018_c516b3_1315,fragment,misses,"This is a fragment. 'No popular sports channels' is likely part of a comparison or criticism, but it's incomplete on its own.",No popular sports channels
harv_ev_nad_nad_recommends_charter_discontinue_one_commercial_re_2018_c516b3_1316,fragment,fires,This is a fragment. 'even if they don’t find anything' is dependent on a preceding clause to make sense as a claim.,even if they don’t find anything
harv_ev_nad_nad_recommends_colgate_discontinue_certain_claims_fo_2012_f3fc62_1317,fragment,fires,This is a fragment because it refers to 'Strips' without specifying what kind of strips or what the 'Same Ingredient' is the same as. It lacks context to be a self-contained claim.,Same Ingredient as Strips
harv_ev_nad_nad_recommends_colgate_discontinue_certain_claims_fo_2012_f3fc62_1318,fragment,fires,"This is a fragment because it refers to 'Strips' without specifying what kind of strips. While 'Whitening Ingredient' provides some context, it's still incomplete without knowing what it's being compared to.",Same Whitening Ingredient as Strips
harv_ev_nad_nad_reviews_claims_made_by_princeton_nutrients_for_v_2016_74617b_1324,assessable_claim,fires,This is an assessable claim because it states a specific effect ('my blood pressure readings seem to be lower') attributed to a product ('VitaPulse') over a defined period ('for a month'). This is a claim that would require substantiation.,I have been on VitaPulse for a month and my blood pressure readings seem to be lower
harv_ev_nad_nad_recommends_p_g_discontinue_certain_claims_for_ol_2014_6ace81_1326,assessable_claim,fires,"This is an assessable claim because it makes a direct comparison ('say goodbye to harsher body wash') and promises a benefit ('hello to gentler, moisturizing Olay Sensitive Body Wash').","So say goodbye to harsher body wash and hello to gentler, moisturizing Olay Sensitive Body Wash"
harv_ev_caru_caru_recommends_cec_modify_advertising_for_chuck_e_c_2014_b246a7_1331,assessable_claim,fires,"This is an assessable claim because it makes a clear promise of a prize ('Every cup wins a new awesome prize') associated with an action ('Rip it, Sip it, Win it').","It’s time to Rip it, Sip it, Win it … Every cup wins a new awesome prize"
harv_ev_caru_caru_recommends_cec_modify_advertising_for_chuck_e_c_2014_b246a7_1333,fragment,misses,"This is a fragment because 'awesome and super awesome' are subjective adjectives without a clear object or comparison, making it impossible to assess as a standalone claim.",awesome and super awesome
harv_ev_nad_nad_recommends_t_mobile_discontinue_its_100_coverage_2019_226862_1336,assessable_claim,fires,This is an assessable claim because it makes a direct comparison and states a specific benefit ('Now my signal doesn’t randomly give out in my own') attributed to switching providers.,Just switched to T-Mobile from AT&T – best choice ever. Now my signal doesn’t randomly give out in my own
harv_ev_nad_nad_advises_advertisers_to_discontinue_claims_at_iss_2013_2cca07_1337,assessable_claim,fires,This is an assessable claim because it makes a direct comparison and a specific negative assertion about a competitor's service ('you end up with the same old DSL speed') despite their claims of an 'Advanced Digital Network'.,"AT&T is talking a lot about its so-called ‘Advanced Digital Network’ but when they upgrade you to U-Verse, you end up with the same old DSL speed"
harv_ev_nad_nad_advises_advertisers_to_discontinue_claims_at_iss_2013_2cca07_1338,assessable_claim,misses,This is an assessable claim because it makes a quantifiable comparative claim ('Xfinity is four times faster').,Xfinity is four times faster
harv_ev_nad_nad_recommends_hatfield_discontinue_animal_welfare_c_2019_4e9942_1339,assessable_claim,misses,"This is an assessable claim because it makes specific assertions about the ethical raising of animals and the oversight of those practices ('Ethically Raised by Family Farmers Committed to a Higher Standard of Care, Governed by Third Party Animal Welfare Audits'). These are claims that would require substantiation.","Ethically Raised by Family Farmers Committed to a Higher Standard of Care, Governed by Third Party Animal Welfare Audits"
harv_ev_nad_nad_recommends_ragu_maker_mizkan_discontinue_taste_p_2017_79e6a3_1341,fragment,misses,This is a fragment because it is cut off and incomplete ('prefer Ragu Homestyle Traditional is that'). It lacks the full context to understand the claim being made.,prefer Ragu Homestyle Traditional is that
harv_ev_nad_cadbury_challenges_advertising_claims_for_wrigley_ec_2009_8e1099_1344,assessable_claim,misses,"This is an assessable claim because it makes a direct comparison ('Most other gums just mask bad breath') and a specific, verifiable claim about its product's efficacy ('We kill the germs that cause it. New Eclipse now contains a natural ingredient that kills the germs that cause bad breath').",Most other gums just mask bad breath. We kill the germs that cause it. New Eclipse now contains a natural ingredient that kills the germs that cause bad breath
harv_ev_nad_cadbury_challenges_advertising_claims_for_wrigley_ec_2009_8e1099_1345,assessable_claim,misses,"This is an assessable claim because it makes a specific, verifiable claim about a product's ingredient and its effect ('New Eclipse now contains a natural ingredient that kills the germs that cause bad breath').",New Eclipse now contains a natural ingredient that kills the germs that cause bad breath
harv_ev_nad_cadbury_challenges_advertising_claims_for_wrigley_ec_2009_8e1099_1346,assessable_claim,fires,"This is an assessable claim because it makes a specific, verifiable claim about a product's ingredient, its scientific backing, and its effect ('New Eclipse contains a natural ingredient scientifically proven to help kill the germs that cause bad breath').",New Eclipse contains a natural ingredient scientifically proven to help kill the germs that cause bad breath
harv_ev_nad_cadbury_challenges_advertising_claims_for_wrigley_ec_2009_8e1099_1347,assessable_claim,misses,"This is an assessable claim because it makes a direct comparison ('Most other gums just mask bad breath') and a specific, verifiable claim about its product's efficacy ('We kill the germs that cause it').",Most other gums just mask bad breath. We kill the germs that cause it
harv_ev_nad_nad_recommends_at_t_modify_discontinue_certain_relia_2019_815b71_1348,assessable_claim,fires,This is an assessable claim because it makes a quantifiable claim about a product's performance ('AT&T Internet is more than 99% reliable').,AT&T Internet is more than 99% reliable
harv_ev_nad_nad_refers_advertising_claims_by_ba_sports_nutrition_2018_7e2eb6_1349,fragment,misses,This is a fragment because 'More Natural Better Sports Drink' is a comparative claim without specifying what it is more natural or better than. It lacks the necessary context for assessment.,More Natural Better Sports Drink
harv_ev_nad_nad_refers_advertising_claims_by_ba_sports_nutrition_2018_7e2eb6_1350,fragment,misses,This is a fragment because 'More Natural Better Hydration' is a comparative claim without specifying what it is more natural or better than. It lacks the necessary context for assessment.,More Natural Better Hydration
harv_ev_nad_nad_refers_advertising_claims_by_ba_sports_nutrition_2018_7e2eb6_1351,not_a_claim,misses,"This is not an advertising claim but rather descriptive narrative about an advertisement's content and a voiceover, not the voiceover itself.","choices in an amusing way – sending a letter by carrier pigeon, for example – and a voiceover that states"
harv_ev_nad_nad_finds_peak_life_can_support_certain_claims_for_s_2011_057b32_1353,assessable_claim,fires,"This is an assessable claim because it describes the ingredients of a product and attributes a specific effect to them ('Somnapure’s superior formula contains herbal ingredients such as Chamomile and Passionflower, which have a calming effect on the body, in addition to melatonin').","Somnapure’s superior formula contains herbal ingredients such as Chamomile and Passionflower, which have a calming effect on the body, in addition to melatonin"
harv_ev_nad_nad_finds_peak_life_can_support_certain_claims_for_s_2011_057b32_1354,assessable_claim,misses,This is an assessable claim because it makes a specific promise about the product's effect ('Somnapure’s unique sleep blend will help promote a calm and relaxing sleep').,Somnapure’s unique sleep blend will help promote a calm and relaxing sleep
harv_ev_nad_nad_finds_peak_life_can_support_certain_claims_for_s_2011_057b32_1355,assessable_claim,fires,"This is an assessable claim because it makes specific promises about the user's state after using the product ('Wake up feeling refreshed, energetic and free of grogginess or negative side-effects').","Wake up feeling refreshed, energetic and free of grogginess or negative side-effects"
harv_ev_nad_nad_finds_peak_life_can_support_certain_claims_for_s_2011_057b32_1357,assessable_claim,misses,"This is an assessable claim because it makes a comparative claim of superiority and origin ('Our top pick of sleep supplements is Somnapure, a new product from the scientists at Peak Life').","Our top pick of sleep supplements is Somnapure, a new product from the scientists at Peak Life"
harv_ev_nad_nad_finds_peak_life_can_support_certain_claims_for_s_2011_057b32_1358,assessable_claim,fires,This is an assessable claim because it makes a superlative claim about the product's effectiveness and safety ('It’s the number one choice for a safe and effective sleep aid').,It’s the number one choice for a safe and effective sleep aid
harv_ev_nad_nad_considers_jurisdictional_issue_recommends_beech__2017_9e44e1_1363,assessable_claim,fires,This is an assessable claim because it makes a superlative claim about the safety of a material ('Glass is nature’s safest container').,Glass is nature’s safest container
harv_ev_nad_nad_considers_jurisdictional_issue_recommends_beech__2017_9e44e1_1364,assessable_claim,misses,This is a self-contained advertising claim asserting exclusivity in a particular food preparation method for babies.,no one but us makes food for babies this way
harv_ev_nad_nad_considers_jurisdictional_issue_recommends_beech__2017_9e44e1_1365,assessable_claim,fires,This is a self-contained advertising claim about the sustainability of glass.,glass is the ultimate in sustainability
harv_ev_nad_nad_finds_reckitt_benckiser_ad_for_mucinex_fast_max__2016_90d800_1366,assessable_claim,misses,This is a self-contained advertising claim asserting exclusivity and specific benefits of a cold and flu liquid gel.,only cold and flu liquid gel that is max strength and fights mucus
harv_ev_nad_nad_recommends_matrixx_discontinue_claims_that_sugge_2013_9ac7cd_1369,not_a_claim,misses,"This is a slogan or a call to action, not a factual claim about a product's performance or characteristics.",Don’t let a monster of a cold catch you
harv_ev_nad_nad_recommends_helen_of_troy_discontinue_certain_cla_2015_afb98c_1376,not_a_claim,misses,"This appears to be a slogan or a promotional phrase, not a factual claim about a product's performance or characteristics.",No PUR filter? No Stars!
harv_ev_caru_caru_recommends_playmobil_modify_broadcast_advertisi_2012_6017df_1377,not_a_claim,misses,"This is a series of exclamations and descriptive phrases, not a factual claim that requires substantiation.",It’s beautiful! So many rooms! A grand playroom! A master bedroom and balcony! Lights that work! And two grand staircases! It’s so grand!
harv_ev_nad_nad_finds_mcnabb_can_support_modified_claims_for_nat_2012_573cb8_1381,assessable_claim,misses,This is a self-contained advertising claim for a sunblock that is 'for skin that prefers no chemicals' and is 'naturally'.,Sunblock for skin that prefers no chemicals. Sunology. Naturally
harv_ev_nad_nad_finds_mcnabb_can_support_modified_claims_for_nat_2012_573cb8_1382,assessable_claim,misses,This is a self-contained advertising claim comparing sunscreens and stating a reason for using Sunology.,most sunscreens make use of man-made chemicals and preservatives; that’s why I use Sunology
harv_ev_nad_slim_fast_foods_company_said_it_has_permanently_disc_2016_938d7e_1386,assessable_claim,misses,"This is a specific, quantifiable claim about weight loss attributed to an individual, implying a product's effectiveness.",Joann LOST 40 lbs
harv_ev_nad_slim_fast_foods_company_said_it_has_permanently_disc_2016_938d7e_1387,assessable_claim,fires,This is a self-contained advertising claim suggesting a method for weight loss.,snack away the weight
harv_ev_nad_slim_fast_foods_company_said_it_has_permanently_disc_2016_938d7e_1388,assessable_claim,misses,This is a self-contained advertising claim suggesting a method for weight loss.,Snack Your Way to Slim
harv_ev_nad_slim_fast_foods_company_said_it_has_permanently_disc_2016_938d7e_1389,assessable_claim,fires,This is a self-contained advertising claim about achieving weight loss goals easily through a specific plan and indulging cravings.,met their weight loss goals the easy way – by picking a plan that works and giving in to their cravings
harv_ev_nad_slim_fast_foods_company_said_it_has_permanently_disc_2016_938d7e_1391,assessable_claim,fires,This is a self-contained advertising claim about the proven effectiveness of a method for weight loss and maintenance.,proven to lose weight and keep it off
harv_ev_nad_nad_recommends_terra_novo_modify_discontinue_certain_2015_fdb891_1393,assessable_claim,fires,"This is a specific, quantifiable claim about an increase in vegetation.",more than a 400% increase in vegetation
harv_ev_nad_nad_honey_science_coupon_claims_2020_ce79b3_1397,assessable_claim,fires,This is a self-contained advertising claim asserting the availability of 'every working code on the internet'.,every working code on the internet
harv_ev_nad_nad_recommends_merck_discontinue_claim_that_copperto_2011_61b4e9_1398,assessable_claim,fires,This is a self-contained advertising claim about the breadth of protection offered by a product.,Protects across 100% of the UVA UVB spectrum
harv_ev_nad_nad_recommends_reynolds_discontinue_certain_claims_f_2017_546b76_1399,assessable_claim,fires,This is a self-contained comparative advertising claim about cost.,Costs Less Than Glad
harv_ev_nad_nad_recommends_reynolds_discontinue_certain_claims_f_2017_546b76_1401,assessable_claim,fires,This is a self-contained comparative advertising claim about cost.,cost less than Glad
harv_ev_nad_schwan_s_kraft_participate_in_nad_forum_2008_a469ab_1404,assessable_claim,misses,This is a self-contained comparative advertising claim about product preference.,TOMBSTONE is Preferred over RED BARON!
harv_ev_nad_beech_nut_says_it_has_permanently_discontinued_claim_2017_53c69a_1405,assessable_claim,misses,This is a self-contained advertising claim about the taste and digestive benefits of a baby food product.,has all the tastiness of oatmeal with smaller proteins that are gentler on your baby’s tummy
harv_ev_nad_nad_declines_to_rely_on_crowd_sourced_data_to_suppor_2017_ed0030_1410,not_a_claim,fires,"This is a question, not an advertising claim about a product or service.",Why doesn’t Verizon offer unlimited data like T-Mobile?
harv_ev_nad_nad_recommends_brock_beauty_discontinue_certain_clai_2015_4b0c86_1411,assessable_claim,fires,This is a self-contained advertising claim about the clinically proven effects of a product on hair.,Clinically proven to decrease number of hairs shed and increase hair growth
harv_ev_nad_nad_recommends_brock_beauty_discontinue_certain_clai_2015_4b0c86_1412,assessable_claim,misses,This is a self-contained advertising claim referencing a study and its results regarding hair.,results of a 2013 study show that Hairfinity decreases the number of hairs shed and increases hair growth
harv_ev_nad_nad_recommends_brock_beauty_discontinue_certain_clai_2015_4b0c86_1413,assessable_claim,misses,This is a self-contained advertising claim about the benefits of a product for hair growth.,nourishes and supports healthy hair growth
harv_ev_nad_nad_recommends_brock_beauty_discontinue_certain_clai_2015_4b0c86_1414,assessable_claim,misses,This is a self-contained advertising claim about the benefits of a product for hair growth.,encourages healthy hair growth
harv_ev_nad_nad_recommends_nootrobox_discontinue_challenged_perf_2016_88e3ed_1415,assessable_claim,misses,"This is a self-contained advertising claim that promises enhanced cognitive performance, increased working memory, and resilience to stress.","RISE: The daily nootropic. Memory, Stamina, and Resilience. RISE is your daily nootropic designed to enhance your long-term cognitive performance. Increase your baseline cognition. Shown to increase working memory and resilience to stress"
harv_ev_nad_nad_examines_advertising_for_hepcare_s_hepzone_sst_2008_8f4caf_1418,fragment,misses,This phrase is incomplete and lacks context to be a standalone claim. It describes a benefit but doesn't specify what is 'especially useful'.,especially useful for consumers who have failed conventional liver care
harv_ev_nad_nad_examines_advertising_for_hepcare_s_hepzone_sst_2008_8f4caf_1419,fragment,misses,This phrase is incomplete and lacks context to be a standalone claim. It describes a benefit but doesn't specify what is 'especially useful'.,Especially useful for consumers who failed conventional liver care
harv_ev_nad_nad_examines_advertising_for_hepcare_s_hepzone_sst_2008_8f4caf_1422,assessable_claim,fires,This is a self-contained advertising claim about the product's successful use by a large number of people for liver health.,Successfully used by more than 1.5 million people for liver health in Japan
harv_ev_nad_nad_examines_advertising_for_hepcare_s_hepzone_sst_2008_8f4caf_1423,assessable_claim,misses,This is a self-contained advertising claim about the product's quality and grade.,Pharmaceutical grade product to ensure highest quality
harv_ev_nad_nad_recommends_chattem_discontinue_twice_as_fast_cla_2018_1c8e9b_1424,assessable_claim,misses,This is a self-contained comparative advertising claim.,Twice as fast as Claritin
harv_ev_nad_nad_recommends_chattem_discontinue_twice_as_fast_cla_2018_1c8e9b_1425,assessable_claim,misses,This is a self-contained advertising claim about the speed of relief.,relief that starts at hour 1 instead of hour 2
harv_ev_nad_nad_recommends_chattem_discontinue_twice_as_fast_cla_2018_1c8e9b_1426,assessable_claim,misses,This is a self-contained comparative advertising claim.,works twice as fast as Claritin
harv_ev_nad_nad_recommends_your_baby_can_discontinue_certain_tes_2011_8a0901_1429,not_a_claim,misses,"This is narrative text from a legal document, expressing an opinion or argument, not a direct advertising claim for a product.",You have to start early. I don’t think starting later and just assuming because they’re infants they don’t have the ability – I mean that’s the wrong assumption
harv_ev_nad_nad_recommends_your_baby_can_discontinue_certain_tes_2011_8a0901_1430,not_a_claim,misses,"This is narrative text from a legal document, expressing an opinion or argument, not a direct advertising claim for a product.",I think all babies love to learn. It’s just nurturing the love of learning instead of waiting ‘til they’re 5 or 6 years old and then it’s a chore for them
harv_ev_nad_nad_recommends_t_mobile_discontinue_certain_challeng_2020_3be596_1435,assessable_claim,misses,This is a self-contained advertising claim about the product's functionality.,connect and watch in any room
harv_ev_nad_nad_recommends_verizon_modify_discontinue_certain_co_2012_185398_1437,assessable_claim,fires,"This is a self-contained advertising claim about being the 'only way' to get the 'fastest, most consistent, and most reliable Internet'.","only way to get America’s fastest, most consistent, and most reliable Internet"
harv_ev_nad_nad_refers_claims_for_health_energetic_labs_growth_s_2015_30ae56_1439,assessable_claim,fires,This is a self-contained advertising claim about a product's effect.,scientifically proven to make you grow taller
harv_ev_nad_nad_reviews_advertising_for_deephaven_s_bravina_comp_2009_e45cb6_1441,assessable_claim,misses,This is a self-contained advertising claim about the product's specific design and target audience.,Bravina is specifically designed and manufactured for sufferers of public speaking anxiety
harv_ev_nad_nad_reviews_advertising_for_deephaven_s_bravina_comp_2009_e45cb6_1442,assessable_claim,misses,This is a self-contained advertising claim about the benefits the product provides.,Bravina will provide you with the control and confidence you need for public speaking
harv_ev_nad_nad_reviews_advertising_for_deephaven_s_bravina_comp_2009_e45cb6_1443,assessable_claim,misses,This is a self-contained advertising claim introducing a new type of product for a specific purpose.,"Finally, a natural supplement for public speaking"
harv_ev_narb_narb_recommends_directv_better_disclose_to_consumers_2016_56ac98_1444,assessable_claim,fires,This is a self-contained advertising claim about the product's quality and format.,"DIRECTV has 4K, the best picture format available"
harv_ev_narb_narb_recommends_directv_better_disclose_to_consumers_2016_56ac98_1445,assessable_claim,misses,This is a self-contained advertising claim about the product's convenience and wireless functionality.,Say goodbye to messy cable wires and boxes. Enjoy entertainment wirelessly on every TV in your home
harv_ev_nad_insurance_auto_auctions_to_discontinue_claims_at_iss_2009_2835d1_1448,assessable_claim,misses,This is a self-contained advertising claim about achieving the 'Highest Selling Prices and Returns'.,Highest Selling Prices and Returns
harv_ev_nad_insurance_auto_auctions_to_discontinue_claims_at_iss_2009_2835d1_1449,assessable_claim,misses,This is a self-contained advertising claim about achieving 'record setting returns'.,record setting returns for our customers
harv_ev_nad_nad_finds_starbucks_can_support_certain_claims_for_v_2013_66d053_1456,assessable_claim,misses,This is a self-contained advertising claim about the product's natural ingredients and similarity to an original product.,all-natural milk pods produce lattes just like the original
harv_ev_nad_epson_challenges_advertising_for_texas_instruments_d_2009_2c2733_1459,assessable_claim,misses,This is a self-contained advertising claim advising consumers to choose a product with a specific feature to avoid a problem.,Choose DLP projectors with sealed optics to save yourself from your own dust nightmare
harv_ev_nad_nad_recommends_reckitt_benckiser_discontinue_certain_2017_e54f33_1462,not_a_claim,misses,"This appears to be a comparison heading or product listing, not an advertising claim itself.",Amopé GelActiv Everyday Heel Insole vs. Dr. Scholl’s Dream Walk High Heel Insole
harv_ev_nad_national_advertising_division_recommends_trek_narrow_2020_e9a39f_1465,fragment,fires,This is a comparative claim but is incomplete. 'up to 48x more effective' requires knowing what it is more effective than.,up to 48x more effective
harv_ev_nad_nad_recommends_shell_modify_discontinue_certain_clai_2017_30d9e0_1467,assessable_claim,fires,This is a self-contained advertising claim about providing the 'best total engine protection'.,best total engine protection
harv_ev_nad_nad_recommends_shell_modify_discontinue_certain_clai_2017_30d9e0_1468,assessable_claim,fires,This is a self-contained advertising claim that promises 'superior protection from wear'. A compliance reviewer could assess this claim for substantiation.,superior protection from wear
harv_ev_nad_nad_recommends_shell_modify_discontinue_certain_clai_2017_30d9e0_1469,assessable_claim,fires,This is a self-contained advertising claim that promises 'unbeatable protection from gunk'. A compliance reviewer could assess this claim for substantiation.,provides unbeatable protection from gunk
harv_ev_nad_nad_recommends_shell_modify_discontinue_certain_clai_2017_30d9e0_1470,assessable_claim,fires,This is a self-contained advertising claim that promises 'unsurpassed protection from performance-robbing gunk'. A compliance reviewer could assess this claim for substantiation.,unsurpassed protection from performance-robbing gunk
harv_ev_nad_nad_recommends_bodyarmor_modify_discontinue_certain__2014_9f602d_1472,not_a_claim,misses,"This phrase 'your grandfather’s sports drink' is likely a descriptive or evocative phrase, not a direct claim about the product's performance or attributes that would require substantiation.",your grandfather’s sports drink
harv_ev_nad_nad_recommends_bodyarmor_modify_discontinue_certain__2014_9f602d_1473,assessable_claim,misses,This is a self-contained advertising claim that makes a comparative statement about the quantity of electrolytes. A compliance reviewer could assess this claim for substantiation.,ELECTROLYTES: 2½X THE LEADING SPORTS DRINK
harv_ev_nad_nad_blueland_environmental_claims_2020_9d1414_1476,assessable_claim,fires,This is a self-contained advertising claim about the recyclability of all packaging components. A compliance reviewer could assess this claim for substantiation.,"every piece of packaging – from our tablet wrapper, shipping materials, our Forever Bottles (which aren’t intended for you to recycle) – is 100% recyclable"
harv_ev_nad_nad_blueland_environmental_claims_2020_9d1414_1477,assessable_claim,misses,This is a self-contained advertising claim that the product is 'better for your home and our planet'. A compliance reviewer could assess this claim for substantiation.,better for your home and our planet
harv_ev_nad_nad_blueland_environmental_claims_2020_9d1414_1478,assessable_claim,misses,"This is a self-contained advertising claim that the product is 'bad for germs, good for earth'. A compliance reviewer could assess this claim for substantiation regarding both efficacy and environmental benefit.","bad for germs, good for earth"
harv_ev_nad_nad_blueland_environmental_claims_2020_9d1414_1479,assessable_claim,misses,This is a self-contained advertising claim that the product is 'good for the earth'. A compliance reviewer could assess this claim for substantiation.,good for the earth
harv_ev_nad_nad_blueland_environmental_claims_2020_9d1414_1480,assessable_claim,fires,This is a self-contained advertising claim making a comparative performance statement. A compliance reviewer could assess this claim for substantiation.,eliminated more grease and grime than leading comparable brands
harv_ev_nad_nad_blueland_environmental_claims_2020_9d1414_1481,assessable_claim,fires,This is a self-contained advertising claim making a comparative performance statement. A compliance reviewer could assess this claim for substantiation.,outperformed the leading brands in efficacy tests completed at third party labs
harv_ev_nad_nad_blueland_environmental_claims_2020_9d1414_1482,assessable_claim,fires,This is a self-contained advertising claim about the product's efficacy. A compliance reviewer could assess this claim for substantiation.,effectively eliminate bacteria and viruses
harv_ev_nad_nad_recommends_alde_associates_discontinue_claims_th_2013_176551_1483,assessable_claim,fires,This is a self-contained advertising claim that daniPro is the 'best choice to stop the spread and avoid new infections'. A compliance reviewer could assess this claim for substantiation.,Keep in mind that daniPro is your best choice to stop the spread and avoid new infections
harv_ev_nad_nad_recommends_alde_associates_discontinue_claims_th_2013_176551_1484,fragment,misses,This phrase 'topical antifungal and is' is incomplete and depends on missing context to form a full claim. It's unclear what 'is' refers to or what the full statement is.,topical antifungal and is
harv_ev_caru_caru_examines_ad_for_dirty_south_bat_s_w_a_r_product_2016_838b82_1488,assessable_claim,misses,This is a testimonial that includes specific performance claims ('hitting the fence at 210ft') and comparative claims ('won’t use anything else'). Testimonials are considered advertising claims and require substantiation.,"My 8 year old is using Dirty South Bat W.A.R. … he is hitting the fence at 210ft!!!! Love these, have several other brands, but he won’t use anything else!"
harv_ev_caru_caru_examines_ad_for_dirty_south_bat_s_w_a_r_product_2016_838b82_1489,assessable_claim,misses,This is a specific performance claim. A compliance reviewer could assess this claim for substantiation.,he is hitting the fence at 210ft!
harv_ev_caru_caru_examines_ad_for_dirty_south_bat_s_w_a_r_product_2016_838b82_1490,not_a_claim,misses,"This is an expression of desire or opinion, not a factual claim about the product's performance or attributes that would require substantiation. It's a wish, not a promise.",Only wish we could afford more for the entire team and they’d be dominant!
harv_ev_nad_nad_recommends_taxslayer_discontinue_1_rated_claims__2019_c91f83_1491,assessable_claim,fires,This is a self-contained advertising claim making a 'Rated #1' statement with specific criteria. A compliance reviewer could assess this claim for substantiation.,Rated #1 in the tax prep software category on Trustpilot among companies with 3500+ reviews
harv_ev_nad_nad_refers_advertising_for_femalife_nutrition_s_supe_2017_3af740_1493,assessable_claim,misses,This is a testimonial describing a specific health benefit ('spontaneous bouts of urgent diarrhea had become a part of my past'). Testimonials are considered advertising claims and require substantiation.,FINALLY! Those spontaneous bouts of urgent diarrhea had become a part of my past
harv_ev_nad_nad_finds_jelly_belly_can_support_clinically_proven__2017_cb988b_1494,assessable_claim,misses,This is a self-contained advertising claim about the product's formulation and its intended effect. A compliance reviewer could assess this claim for substantiation.,Scientifically Formulated to Maximize Sports Performance
harv_ev_nad_frontier_communications_voluntarily_discontinues_cer_2017_990a04_1497,assessable_claim,misses,This is a self-contained advertising claim about the internet service's capacity. A compliance reviewer could assess this claim for substantiation.,"Frontier Internet is enough to handle all you do online… You name it online, you can do it with Frontier"
harv_ev_nad_frontier_communications_voluntarily_discontinues_cer_2017_990a04_1498,assessable_claim,fires,This is a self-contained advertising claim about the internet plans providing 'fast speeds' and 'plenty of bandwidth'. A compliance reviewer could assess this claim for substantiation.,"Frontier plans give you the fast speeds you need. That’s plenty of bandwidth for video conferencing, streaming, downloading and more"
harv_ev_nad_frontier_communications_voluntarily_discontinues_cer_2017_990a04_1501,assessable_claim,fires,This is a self-contained advertising claim about the speed and overall quality of Frontier FiOS. A compliance reviewer could assess this claim for substantiation.,Everything is faster with Frontier FiOS. Videos stream faster. Email attachments load quicker. Music and pictures are yours in less time. Internet is just better with Frontier FiOS
harv_ev_nad_frontier_communications_voluntarily_discontinues_cer_2017_990a04_1502,assessable_claim,fires,This is a self-contained advertising claim about the speed of video chats with fiber optics. A compliance reviewer could assess this claim for substantiation.,Video chats stream faster with fiber optics
harv_ev_nad_frontier_communications_voluntarily_discontinues_cer_2017_990a04_1503,assessable_claim,fires,This is a self-contained advertising claim about the benefits of less buffering and lag. A compliance reviewer could assess this claim for substantiation.,Less buffering and less lag means less time waiting for websites to load and more time enjoying your Internet
harv_ev_nad_frontier_communications_voluntarily_discontinues_cer_2017_990a04_1505,fragment,misses,This is a fragment because it is incomplete and lacks context. 'practically anything you and your family needs' needs to be completed with what 'it' is referring to.,practically anything you and your family needs
harv_ev_narb_narb_panel_hears_directv_appeal_even_very_funny_adve_2015_aff098_1509,assessable_claim,misses,This is a self-contained advertising claim. It makes a clear proposition to 'Get rid of cable and upgrade to DirecTV'.,Get rid of cable and upgrade to DirecTV
harv_ev_nad_procter_gamble_s_c_johnson_participate_in_nad_forum_2009_c082db_1513,assessable_claim,fires,This is an assessable claim because it makes a comparative statement about 'less greasy residue than the leading furniture polish'.,leaves less greasy residue than the leading furniture polish
harv_ev_nad_procter_gamble_s_c_johnson_participate_in_nad_forum_2009_c082db_1514,assessable_claim,fires,This is an assessable claim as it makes a comparative statement: 'gives you a better clean for your wood surfaces … than the leading furniture polish'.,gives you a better clean for your wood surfaces … than the leading furniture polish
harv_ev_nad_nad_recommends_kaplan_pmbr_modify_discontinue_certai_2009_c337f7_1516,assessable_claim,fires,This is an assessable claim because it presents a comparative performance claim with specific percentages and a direct competitive statement: 'Kaplan PMBR vs the national average for summer par pass rates: 90%* vs. 73% BarBri is NOT Enough'.,Kaplan PMBR vs the national average for summer par pass rates: 90%* vs. 73% BarBri is NOT Enough
harv_ev_nad_nad_finds_cyberdefender_acted_properly_in_discontinu_2012_7b4f14_1522,not_a_claim,misses,"This is a product name and description, not an advertising claim. It simply identifies 'DoubleMySpeed.com PC Optimization Software'.",DoubleMySpeed.com PC Optimization Software
